matrix_name,n_rows,n_cols,nnz_frac,min_value,max_value,avg_nz_p_row,std_nz_p_row
saylr1,238,238,1.9913847892098016,-306140000.0,153070000.0,4.739495798319328,0.4756629142213413
saylr3,1000,1000,0.2375,-2.682,2.254,3.75,2.015812491279881
saylr4,3564,3564,0.1018729507319107,-6654.44,3325.57,6.261503928170595,0.7461608320987552
sherman1,1000,1000,0.2375,-2.754,2.254,3.75,2.015812491279881
sherman2,1080,1080,1.9799382716049383,-1112330900.0,1339852500.0,21.383333333333333,12.444815222650995
sherman3,5005,5005,0.07997197607587218,-1724448.3,3449248.0,4.002597402597402,2.6632874697648843
sherman4,1104,1104,0.3106293320730939,-8.3229697,35.816443,3.4293478260869565,2.5292651469082554
sherman5,3312,3312,0.18955554680389275,-3557.3237,785.86592,6.278079710144928,6.744000925741329
shl_0,663,663,0.3837850257866228,-1.0,4055.0,2.544494720965309,16.49161939943694
shl_200,663,663,0.3926573529980504,-1.0,4055.0,2.603318250377074,17.100742784174944
shl_400,663,663,0.3894724150247174,-1.0,4055.0,2.5822021116138765,16.547535165020268
sstmodel,3345,3345,0.1166053342449409,1.0,1.0,6.800896860986547,3.9637896630748792
steam1,240,240,6.53125,-21711978.0,23889.497,15.675,3.4848780466466827
steam2,600,600,3.822222222222222,-4685592600.0,5757800.0,22.933333333333334,3.155242550986462
steam3,80,80,14.499999999999998,-17385673000.0,21014810.0,11.6,1.2
str_0,363,363,1.8623500216287594,-3.0,9.38697,6.760330578512397,7.34099563891763
str_200,363,363,2.3283169789555966,-3.0,9.71206,8.451790633608816,7.957861877675102
str_400,363,363,2.3958594206528088,-3.0,9.85263,8.696969696969697,8.1095574445675
str_600,363,363,2.4884456890467406,-3.0,9.85263,9.03305785123967,8.43768329963698
watt_1,1856,1856,0.32977853745541025,-1.02592e-06,1.0,6.120689655172414,1.5137597199995065
watt_2,1856,1856,0.3352941996135553,-1.0,1.0,6.223060344827586,3.155425422951203
well1033,1033,320,1.4315101645692159,-0.9471377224,1.0,4.58083252662149,0.5201649935827948
well1850,1850,712,0.6648952323109626,-0.8164965809,1.0,4.734054054054054,0.4598205258544666
west0067,67,67,6.549342838048563,-1.863354,1.863354,4.388059701492537,1.1323627903516809
west0132,132,132,2.37603305785124,-316220.0,21850.27,3.1363636363636362,1.837211025608403
west0156,156,156,1.524490466798159,-175966.4,18672000.0,2.378205128205128,1.1510471749446505
west0167,167,167,1.8179210441392664,-316225.0,21599.43,3.035928143712575,1.8600502715789016
west0381,381,381,1.4859363052059438,-761.0,1522.0,5.661417322834645,4.706426843608705
west0479,479,479,0.832458017529561,-316220.0,18449.02,3.987473903966597,2.740679724377777
west0497,497,497,0.6991648077600411,-689300.0,9210.455,3.4748490945674044,3.941201548415864
west0655,655,655,0.6652292989919002,-316220.0,18449.02,4.357251908396947,2.971725037734975
west0989,989,989,0.36161170243763296,-316220.0,18449.02,3.57633973710819,2.375618986944407
west1505,1505,1505,0.240394697630269,-316220.0,18449.02,3.617940199335548,2.3820083676455703
west2021,2021,2021,0.1800246349500458,-316220.0,18449.02,3.6382978723404253,2.3894245542568044
will199,199,199,1.7701573192596145,1.0,1.0,3.522613065326633,0.8729555907071592
will57,57,57,8.648815020006156,1.0,1.0,4.9298245614035086,2.0677952418466763
wm1,207,277,5.073335774952476,-8.6479397,274.82471,14.053140096618357,22.11175124859833
wm2,207,260,5.466369379412858,-23.055237,6.0273199,14.21256038647343,21.86748047078294
wm3,207,260,5.477517651430695,-16.033707,9.0409784,14.241545893719806,21.819408404387573
young1c,841,841,0.5781294846037147,-218.46,64.0,4.862068965517241,0.3583553394970091
young2c,841,841,0.5781294846037147,-218.46,64.0,4.862068965517241,0.3583553394970091
young3c,841,841,0.5638494459769172,-218.46,114.94,4.741973840665874,0.6677631599910661
young4c,841,841,0.5781294846037147,-218.46,64.0,4.862068965517241,0.3583553394970091
zenios,2873,2873,0.18211491485049483,0.0,1.4055985944,9.464323007309433,10.872942641920027
epb0,1794,1794,0.24123518379734754,-0.392832886313706,0.435248581943859,4.327759197324415,2.9781139228262905
epb1,14734,14734,0.04378491362386706,-0.05920837304014608,0.145031710596526,6.451269173340573,0.5776545341780177
bfwa398,398,398,2.321911062851948,-2.428,6.297510000000001,9.241206030150753,3.7546768896259604
bfwa62,62,62,11.706555671175858,-2.47265,6.118930000000001,7.258064516129032,3.177214665095158
bfwa782,782,782,1.2287334593572778,-4.31804,8.547,9.608695652173912,3.8251858971534456
bfwb398,398,398,1.0441655513749653,-1.6e-05,1e-06,7.311557788944723,2.4928877899120527
bfwb62,62,62,5.254942767950052,-0.0001,6.25e-06,5.516129032258065,1.8729133376767464
bfwb782,782,782,0.553044524826499,-1.17552e-05,7.347010000000001e-07,7.649616368286445,2.556270782445546
bwm200,200,200,1.9900000000000002,-615.6962723589505,310.0731361794753,3.98,0.13999999999999999
bwm2000,2000,2000,0.1999,-60909.89026565445,30457.17013282722,3.998,0.044676615807377355
cdde1,961,961,0.5068644892752845,-1.0625,3.970703125,4.870967741935484,0.3474299875570648
cdde2,961,961,0.5068644892752845,-2.5625,3.970703125,4.870967741935484,0.3474299875570648
cdde3,961,961,0.5068644892752845,-1.0625,3.921875,4.870967741935484,0.3474299875570648
cdde4,961,961,0.5068644892752845,-2.5625,3.921875,4.870967741935484,0.3474299875570648
cdde5,961,961,0.5068644892752845,-1.0625,3.755859375,4.870967741935484,0.3474299875570648
cdde6,961,961,0.5068644892752845,-2.5625,3.755859375,4.870967741935484,0.3474299875570648
ck104,104,104,9.171597633136095,-2.61683295610887,4.7481454523109,9.538461538461538,1.1512791959304434
ck400,400,400,1.7874999999999999,-2.61683296,4.74814545,7.15,2.987892233665733
ck656,656,656,0.9025505651397977,-2.61683295610887,4.7481454523109,5.920731707317073,2.8626798720727145
dw1024,2048,2048,0.2411365509033203,-0.13652592892466,0.94236984280243,4.9384765625,0.5059451468669144
dw256A,512,512,0.946044921875,-1.3235911791509,0.78153810164582,4.84375,0.6665852814906732
dw256B,512,512,0.95367431640625,-0.014119588167694,0.94539795344242,4.8828125,0.7301657961338301
dw4096,8192,8192,0.062206387519836426,-58.274290589091,40.564067880841,5.095947265625,0.6142220539789219
lop163,163,163,3.519138846023561,1e-12,0.957142858899,5.736196319018405,0.5519427024020851
mhda416,416,416,4.947531434911243,-508.1654,2383.2928,20.58173076923077,6.322126352725204
mhdb416,416,416,0.7881841715976331,-0.16666833,1.6666683,5.5576923076923075,2.031373744523845
odepa400,400,400,0.750625,-2.0,4.0,3.0025,0.1117754445305408
odepb400,400,400,0.24937499999999999,1.33e-14,2.66e-14,0.9975,0.04993746088859545
olm100,100,100,3.9600000000000004,-474.365518,237.182759,3.96,1.9794948850653795
olm1000,1000,1000,0.39960000000000007,-45777.0931,22888.5466,3.996,1.997994994988726
olm2000,2000,2000,0.1999,-182743.069,91371.5346,3.998,1.998998749374296
olm500,500,500,0.7984,-11490.0046,5745.0023,3.992,1.9959799598192358
olm5000,5000,5000,0.079984,-1140775.39,570387.695,3.9992,1.999599799959982
pde225,225,225,2.1037037037037036,-2.73226942352,5.65078440956,4.733333333333333,0.4807401700618652
pde2961,2961,2961,0.1663526098198111,-2.60183626,5.67298217,4.925700776764606,0.2673586329218548
pde900,900,900,0.5407407407407407,-2.51158923164,5.887246272420001,4.866666666666666,0.35276684147527876
qc324,324,324,12.885802469135802,-0.4083743855043928,1.495712768796483,82.5,0.5
