matrix_cnt,process_count,time
12,1,0.0053288936614990234
12,2,0.0072324275970458984
12,4,0.010980606079101562
12,6,0.037740468978881836
12,8,0.027131080627441406
12,10,0.04320383071899414
12,12,0.040129661560058594
12,16,0.05466413497924805
12,24,0.07036662101745605
12,32,0.13910770416259766
12,48,0.14972400665283203
12,64,0.3044102191925049
12,128,0.8317611217498779
13,1,0.0006480216979980469
13,2,0.008774042129516602
13,4,0.0028104782104492188
13,6,0.0496976375579834
13,8,0.0434262752532959
13,10,0.0296633243560791
13,12,0.04355120658874512
13,16,0.05872464179992676
13,24,0.0940241813659668
13,32,0.13411831855773926
13,48,0.26254725456237793
13,64,0.2936844825744629
13,128,0.8203575611114502
14,1,0.0006628036499023438
14,2,0.005358457565307617
14,4,0.007960319519042969
14,6,0.02024555206298828
14,8,0.04092693328857422
14,10,0.049381256103515625
14,12,0.05063962936401367
14,16,0.05801033973693848
14,24,0.0692756175994873
14,32,0.11019611358642578
14,48,0.2682833671569824
14,64,0.2496950626373291
14,128,0.6611063480377197
15,1,0.0011560916900634766
15,2,0.006893634796142578
15,4,0.010345697402954102
15,6,0.023797988891601562
15,8,0.04103708267211914
15,10,0.04603719711303711
15,12,0.07382965087890625
15,16,0.0443882942199707
15,24,0.09135270118713379
15,32,0.14310956001281738
15,48,0.2035207748413086
15,64,0.2898852825164795
15,128,0.7564530372619629
16,1,0.0025680065155029297
16,2,0.00475001335144043
16,4,0.026256322860717773
16,6,0.018650054931640625
16,8,0.04341244697570801
16,10,0.046308040618896484
16,12,0.022365808486938477
16,16,0.04137587547302246
16,24,0.07017803192138672
16,32,0.16498374938964844
16,48,0.24457621574401855
16,64,0.33847546577453613
16,128,0.7898962497711182
17,1,0.003227710723876953
17,2,0.007008075714111328
17,4,0.02613210678100586
17,6,0.04776287078857422
17,8,0.031156539916992188
17,10,0.026511430740356445
17,12,0.04147601127624512
17,16,0.042633056640625
17,24,0.08513450622558594
17,32,0.13605117797851562
17,48,0.18555688858032227
17,64,0.3211987018585205
17,128,0.8503520488739014
18,1,0.009674787521362305
18,2,0.011285781860351562
18,4,0.010903120040893555
18,6,0.03986787796020508
18,8,0.04552602767944336
18,10,0.04430270195007324
18,12,0.05854487419128418
18,16,0.07093238830566406
18,24,0.08774471282958984
18,32,0.16383790969848633
18,48,0.2426137924194336
18,64,0.3080880641937256
18,128,0.7930784225463867
19,1,0.01062321662902832
19,2,0.010841131210327148
19,4,0.03724169731140137
19,6,0.041136741638183594
19,8,0.011878490447998047
19,10,0.03411674499511719
19,12,0.028863906860351562
19,16,0.050538063049316406
19,24,0.11931109428405762
19,32,0.12852764129638672
19,48,0.2320559024810791
19,64,0.32679057121276855
19,128,0.8088223934173584
20,1,0.010864973068237305
20,2,0.0075702667236328125
20,4,0.007956981658935547
20,6,0.040265798568725586
20,8,0.021199941635131836
20,10,0.0401461124420166
20,12,0.050055742263793945
20,16,0.05415201187133789
20,24,0.06284594535827637
20,32,0.11425328254699707
20,48,0.21904468536376953
20,64,0.31625843048095703
20,128,0.836632251739502
21,1,0.011455774307250977
21,2,0.016346454620361328
21,4,0.02108478546142578
21,6,0.026938438415527344
21,8,0.0810856819152832
21,10,0.015012979507446289
21,12,0.047457218170166016
21,16,0.07940006256103516
21,24,0.08374857902526855
21,32,0.1307816505432129
21,48,0.18030571937561035
21,64,0.3309035301208496
21,128,0.8505728244781494
22,1,0.035964250564575195
22,2,0.026684045791625977
22,4,0.015387296676635742
22,6,0.029169559478759766
22,8,0.05944085121154785
22,10,0.03981733322143555
22,12,0.05957365036010742
22,16,0.05115175247192383
22,24,0.07532215118408203
22,32,0.11426758766174316
22,48,0.18023896217346191
22,64,0.30733466148376465
22,128,0.7454640865325928
23,1,0.0008234977722167969
23,2,0.0029451847076416016
23,4,0.013454675674438477
23,6,0.07709074020385742
23,8,0.038289546966552734
23,10,0.03997540473937988
23,12,0.07097530364990234
23,16,0.08010101318359375
23,24,0.04778409004211426
23,32,0.10634016990661621
23,48,0.2450239658355713
23,64,0.292264461517334
23,128,0.8502538204193115
24,1,0.0035250186920166016
24,2,0.014514684677124023
24,4,0.0065233707427978516
24,6,0.05297231674194336
24,8,0.04016304016113281
24,10,0.05443835258483887
24,12,0.033687591552734375
24,16,0.061570167541503906
24,24,0.06885123252868652
24,32,0.15061569213867188
24,48,0.22910642623901367
24,64,0.2613377571105957
24,128,0.7725329399108887
25,1,0.001216888427734375
25,2,0.007782459259033203
25,4,0.013609170913696289
25,6,0.042513132095336914
25,8,0.03446006774902344
25,10,0.02065253257751465
25,12,0.058052778244018555
25,16,0.08961653709411621
25,24,0.08015894889831543
25,32,0.1489872932434082
25,48,0.20969152450561523
25,64,0.32216954231262207
25,128,0.7837188243865967
26,1,0.0033359527587890625
26,2,0.009469985961914062
26,4,0.022366046905517578
26,6,0.054215431213378906
26,8,0.025920867919921875
26,10,0.03711223602294922
26,12,0.05010700225830078
26,16,0.07463955879211426
26,24,0.0671546459197998
26,32,0.145660400390625
26,48,0.20750951766967773
26,64,0.27153921127319336
26,128,0.8000202178955078
27,1,0.0024912357330322266
27,2,0.00406646728515625
27,4,0.023319244384765625
27,6,0.04821205139160156
27,8,0.050264596939086914
27,10,0.02100372314453125
27,12,0.04770469665527344
27,16,0.0396268367767334
27,24,0.09293627738952637
27,32,0.14830255508422852
27,48,0.2005307674407959
27,64,0.28992199897766113
27,128,0.7821335792541504
28,1,0.007560253143310547
28,2,0.009892463684082031
28,4,0.011316299438476562
28,6,0.021577119827270508
28,8,0.041133880615234375
28,10,0.04035162925720215
28,12,0.06425142288208008
28,16,0.06703376770019531
28,24,0.1016836166381836
28,32,0.14200711250305176
28,48,0.2361466884613037
28,64,0.27895069122314453
28,128,0.7826402187347412
29,1,0.007584095001220703
29,2,0.01396489143371582
29,4,0.02155447006225586
29,6,0.03200531005859375
29,8,0.04401588439941406
29,10,0.054587364196777344
29,12,0.05595231056213379
29,16,0.03545832633972168
29,24,0.1171574592590332
29,32,0.14635014533996582
29,48,0.17790865898132324
29,64,0.28405213356018066
29,128,0.8011260032653809
30,1,0.01345205307006836
30,2,0.009921073913574219
30,4,0.023638010025024414
30,6,0.04024219512939453
30,8,0.03179001808166504
30,10,0.04380536079406738
30,12,0.05541086196899414
30,16,0.053380489349365234
30,24,0.1123049259185791
30,32,0.10532808303833008
30,48,0.12739920616149902
30,64,0.3139514923095703
30,128,0.7668898105621338
31,1,0.017187118530273438
31,2,0.009454488754272461
31,4,0.02846074104309082
31,6,0.04514122009277344
31,8,0.041243553161621094
31,10,0.028216123580932617
31,12,0.03903698921203613
31,16,0.05043625831604004
31,24,0.08370828628540039
31,32,0.10556674003601074
31,48,0.2278754711151123
31,64,0.24658536911010742
31,128,0.782092809677124
32,1,0.02090740203857422
32,2,0.01658344268798828
32,4,0.030554771423339844
32,6,0.03244137763977051
32,8,0.04448056221008301
32,10,0.0388484001159668
32,12,0.06395125389099121
32,16,0.0670475959777832
32,24,0.07975244522094727
32,32,0.16597390174865723
32,48,0.2118213176727295
32,64,0.26958274841308594
32,128,0.7751243114471436
33,1,0.03125357627868652
33,2,0.018651723861694336
33,4,0.025696516036987305
33,6,0.04437661170959473
33,8,0.05045032501220703
33,10,0.03643059730529785
33,12,0.0528254508972168
33,16,0.0718083381652832
33,24,0.12216877937316895
33,32,0.13689756393432617
33,48,0.2273705005645752
33,64,0.29364466667175293
33,128,0.7780618667602539
34,1,0.02901434898376465
34,2,0.02329230308532715
34,4,0.02137899398803711
34,6,0.029848814010620117
34,8,0.04949355125427246
34,10,0.05821657180786133
34,12,0.028490304946899414
34,16,0.057997941970825195
34,24,0.09286212921142578
34,32,0.12516093254089355
34,48,0.20332694053649902
34,64,0.2847709655761719
34,128,0.7370476722717285
35,1,0.06494736671447754
35,2,0.046929359436035156
35,4,0.03190803527832031
35,6,0.053389787673950195
35,8,0.040633440017700195
35,10,0.034218549728393555
35,12,0.05097651481628418
35,16,0.058838605880737305
35,24,0.045331716537475586
35,32,0.14969158172607422
35,48,0.1690685749053955
35,64,0.28984522819519043
35,128,0.8534023761749268
36,1,0.05288887023925781
36,2,0.030673742294311523
36,4,0.01546335220336914
36,6,0.062316179275512695
36,8,0.05646014213562012
36,10,0.05010509490966797
36,12,0.05235791206359863
36,16,0.08434057235717773
36,24,0.09160470962524414
36,32,0.16278862953186035
36,48,0.2171630859375
36,64,0.25699615478515625
36,128,0.8289375305175781
37,1,0.008645296096801758
37,2,0.006028413772583008
37,4,0.02606797218322754
37,6,0.03419828414916992
37,8,0.02306818962097168
37,10,0.05832719802856445
37,12,0.05893111228942871
37,16,0.06574416160583496
37,24,0.06380987167358398
37,32,0.1388719081878662
37,48,0.16288518905639648
37,64,0.2938039302825928
37,128,0.7465276718139648
38,1,0.004393100738525391
38,2,0.004137516021728516
38,4,0.01461482048034668
38,6,0.046861886978149414
38,8,0.04027080535888672
38,10,0.05649137496948242
38,12,0.03968238830566406
38,16,0.07037091255187988
38,24,0.05497264862060547
38,32,0.14237737655639648
38,48,0.23027873039245605
38,64,0.21768975257873535
38,128,0.8206624984741211
39,1,0.031774282455444336
39,2,0.021451950073242188
39,4,0.013140678405761719
39,6,0.040461063385009766
39,8,0.03302884101867676
39,10,0.048595428466796875
39,12,0.03990054130554199
39,16,0.06496572494506836
39,24,0.09381747245788574
39,32,0.15980839729309082
39,48,0.18245816230773926
39,64,0.3408699035644531
39,128,0.8923394680023193
40,1,0.0013399124145507812
40,2,0.0043833255767822266
40,4,0.026415109634399414
40,6,0.02038097381591797
40,8,0.03671765327453613
40,10,0.04247903823852539
40,12,0.041649818420410156
40,16,0.0628046989440918
40,24,0.08720254898071289
40,32,0.10365462303161621
40,48,0.19916009902954102
40,64,0.34223079681396484
40,128,0.8827064037322998
41,1,0.04593849182128906
41,2,0.028199434280395508
41,4,0.02789759635925293
41,6,0.03574419021606445
41,8,0.06479716300964355
41,10,0.03844952583312988
41,12,0.056153059005737305
41,16,0.06685948371887207
41,24,0.08972477912902832
41,32,0.12638378143310547
41,48,0.2288072109222412
41,64,0.29741764068603516
41,128,0.7959103584289551
42,1,0.02907252311706543
42,2,0.018843650817871094
42,4,0.019411325454711914
42,6,0.028094768524169922
42,8,0.04514265060424805
42,10,0.04872894287109375
42,12,0.030782699584960938
42,16,0.04823017120361328
42,24,0.08730888366699219
42,32,0.10972142219543457
42,48,0.2287592887878418
42,64,0.3313727378845215
42,128,0.8619041442871094
43,1,0.0454409122467041
43,2,0.030017852783203125
43,4,0.03208184242248535
43,6,0.040264129638671875
43,8,0.04657483100891113
43,10,0.04218697547912598
43,12,0.05289769172668457
43,16,0.04027199745178223
43,24,0.10260152816772461
43,32,0.1484980583190918
43,48,0.16421270370483398
43,64,0.35266971588134766
43,128,0.7626035213470459
44,1,0.0005896091461181641
44,2,0.0052509307861328125
44,4,0.003225564956665039
44,6,0.03278994560241699
44,8,0.04100990295410156
44,10,0.04067087173461914
44,12,0.0524439811706543
44,16,0.03955435752868652
44,24,0.07901692390441895
44,32,0.151747465133667
44,48,0.21259403228759766
44,64,0.2925705909729004
44,128,0.8298099040985107
45,1,0.0006847381591796875
45,2,0.004353046417236328
45,4,0.004862785339355469
45,6,0.02177262306213379
45,8,0.029513120651245117
45,10,0.039185523986816406
45,12,0.06062674522399902
45,16,0.06259799003601074
45,24,0.10533928871154785
45,32,0.12908935546875
45,48,0.22619080543518066
45,64,0.30348730087280273
45,128,0.8104932308197021
46,1,0.0008919239044189453
46,2,0.00516057014465332
46,4,0.021844863891601562
46,6,0.03712916374206543
46,8,0.027187585830688477
46,10,0.014294862747192383
46,12,0.06767678260803223
46,16,0.03990626335144043
46,24,0.1195831298828125
46,32,0.1343226432800293
46,48,0.22899961471557617
46,64,0.3227262496948242
46,128,0.791095495223999
47,1,0.0009701251983642578
47,2,0.003042459487915039
47,4,0.031475067138671875
47,6,0.01836991310119629
47,8,0.04688405990600586
47,10,0.024559974670410156
47,12,0.04206657409667969
47,16,0.077117919921875
47,24,0.06636834144592285
47,32,0.1561133861541748
47,48,0.24324774742126465
47,64,0.3178880214691162
47,128,0.7717313766479492
48,1,0.00103759765625
48,2,0.0018682479858398438
48,4,0.006833553314208984
48,6,0.03155326843261719
48,8,0.04603266716003418
48,10,0.049300193786621094
48,12,0.028533935546875
48,16,0.03163790702819824
48,24,0.05417585372924805
48,32,0.13108086585998535
48,48,0.24855351448059082
48,64,0.30457043647766113
48,128,0.756171703338623
49,1,0.0022039413452148438
49,2,0.00843048095703125
49,4,0.011005401611328125
49,6,0.026698589324951172
49,8,0.04490208625793457
49,10,0.03406810760498047
49,12,0.03843426704406738
49,16,0.07636690139770508
49,24,0.09430098533630371
49,32,0.08188295364379883
49,48,0.20467114448547363
49,64,0.31542491912841797
49,128,0.8082733154296875
50,1,0.006914854049682617
50,2,0.005711555480957031
50,4,0.004348278045654297
50,6,0.03343319892883301
50,8,0.05669283866882324
50,10,0.033313751220703125
50,12,0.018538236618041992
50,16,0.03570985794067383
50,24,0.09417104721069336
50,32,0.1330869197845459
50,48,0.2514073848724365
50,64,0.32010340690612793
50,128,0.7052757740020752
51,1,0.005209207534790039
51,2,0.006779670715332031
51,4,0.0038635730743408203
51,6,0.02333688735961914
51,8,0.03210592269897461
51,10,0.04453325271606445
51,12,0.047577857971191406
51,16,0.023787498474121094
51,24,0.07381796836853027
51,32,0.10625290870666504
51,48,0.2268826961517334
51,64,0.3140685558319092
51,128,0.8203048706054688
52,1,0.005188941955566406
52,2,0.004227638244628906
52,4,0.007190704345703125
52,6,0.022212743759155273
52,8,0.03349590301513672
52,10,0.024019956588745117
52,12,0.0612790584564209
52,16,0.04762411117553711
52,24,0.08752775192260742
52,32,0.14961957931518555
52,48,0.2167043685913086
52,64,0.2747311592102051
52,128,0.765127420425415
53,1,0.020044326782226562
53,2,0.014400720596313477
53,4,0.0065386295318603516
53,6,0.03444695472717285
53,8,0.04526782035827637
53,10,0.024216890335083008
53,12,0.022597551345825195
53,16,0.046794891357421875
53,24,0.08249044418334961
53,32,0.12986111640930176
53,48,0.2511286735534668
53,64,0.2500648498535156
53,128,0.745307207107544
54,1,0.00684046745300293
54,2,0.007927894592285156
54,4,0.014435052871704102
54,6,0.01993083953857422
54,8,0.025195837020874023
54,10,0.0416414737701416
54,12,0.02799510955810547
54,16,0.0354001522064209
54,24,0.08140397071838379
54,32,0.14502263069152832
54,48,0.19783425331115723
54,64,0.3117179870605469
54,128,0.8155920505523682
55,1,0.01952815055847168
55,2,0.017522096633911133
55,4,0.019724369049072266
55,6,0.04649472236633301
55,8,0.02247762680053711
55,10,0.07045578956604004
55,12,0.036856889724731445
55,16,0.0508580207824707
55,24,0.07567429542541504
55,32,0.11606693267822266
55,48,0.21485471725463867
55,64,0.33551931381225586
55,128,0.7710447311401367
56,1,0.022774219512939453
56,2,0.016533374786376953
56,4,0.022624969482421875
56,6,0.03301858901977539
56,8,0.027218103408813477
56,10,0.025707244873046875
56,12,0.057062625885009766
56,16,0.11490011215209961
56,24,0.11038756370544434
56,32,0.15391874313354492
56,48,0.23865818977355957
56,64,0.24544811248779297
56,128,0.8405909538269043
57,1,0.004045724868774414
57,2,0.003343820571899414
57,4,0.01211857795715332
57,6,0.05518746376037598
57,8,0.05142998695373535
57,10,0.0677945613861084
57,12,0.05238699913024902
57,16,0.07529234886169434
57,24,0.09511113166809082
57,32,0.12480044364929199
57,48,0.24354100227355957
57,64,0.2665095329284668
57,128,0.7447376251220703
58,1,0.0025620460510253906
58,2,0.006525754928588867
58,4,0.0032961368560791016
58,6,0.02439403533935547
58,8,0.048174381256103516
58,10,0.04506111145019531
58,12,0.02647876739501953
58,16,0.06989216804504395
58,24,0.07607698440551758
58,32,0.12817978858947754
58,48,0.23101234436035156
58,64,0.3311798572540283
58,128,0.677771806716919
59,1,0.016239166259765625
59,2,0.013826608657836914
59,4,0.015332460403442383
59,6,0.04494166374206543
59,8,0.06520915031433105
59,10,0.05102181434631348
59,12,0.03518104553222656
59,16,0.0705118179321289
59,24,0.04553532600402832
59,32,0.17371582984924316
59,48,0.18837499618530273
59,64,0.3376317024230957
59,128,0.7943887710571289
60,1,0.0010030269622802734
60,2,0.0050487518310546875
60,4,0.00957632064819336
60,6,0.0343782901763916
60,8,0.032880306243896484
60,10,0.014088630676269531
60,12,0.06459426879882812
60,16,0.05020713806152344
60,24,0.09231853485107422
60,32,0.10746145248413086
60,48,0.24994730949401855
60,64,0.3038361072540283
60,128,0.7699470520019531
61,1,0.014255523681640625
61,2,0.014019966125488281
61,4,0.006013154983520508
61,6,0.02988266944885254
61,8,0.04512286186218262
61,10,0.03327202796936035
61,12,0.04239296913146973
61,16,0.06667661666870117
61,24,0.09556770324707031
61,32,0.10793423652648926
61,48,0.2023630142211914
61,64,0.29442715644836426
61,128,0.7735717296600342
62,1,0.016652822494506836
62,2,0.016520261764526367
62,4,0.008147716522216797
62,6,0.022963523864746094
62,8,0.01968240737915039
62,10,0.02791142463684082
62,12,0.051053762435913086
62,16,0.07358455657958984
62,24,0.10590982437133789
62,32,0.16767001152038574
62,48,0.2191627025604248
62,64,0.3123455047607422
62,128,0.7959682941436768
63,1,0.07014250755310059
63,2,0.04839825630187988
63,4,0.02461409568786621
63,6,0.04879593849182129
63,8,0.026383638381958008
63,10,0.06381392478942871
63,12,0.05654573440551758
63,16,0.05026960372924805
63,24,0.06331229209899902
63,32,0.13298249244689941
63,48,0.23395514488220215
63,64,0.3192932605743408
63,128,0.9085822105407715
64,1,0.009170293807983398
64,2,0.00997018814086914
64,4,0.008585214614868164
64,6,0.03683185577392578
64,8,0.06173825263977051
64,10,0.05057883262634277
64,12,0.05898690223693848
64,16,0.06262516975402832
64,24,0.12392878532409668
64,32,0.13973569869995117
64,48,0.2406938076019287
64,64,0.3359684944152832
64,128,0.7598099708557129
65,1,0.04422950744628906
65,2,0.024102449417114258
65,4,0.021239280700683594
65,6,0.019017457962036133
65,8,0.04841804504394531
65,10,0.052764177322387695
65,12,0.053755998611450195
65,16,0.05621647834777832
65,24,0.16430354118347168
65,32,0.08835411071777344
65,48,0.2568986415863037
65,64,0.2981719970703125
65,128,0.7489602565765381
66,1,0.03831911087036133
66,2,0.023956298828125
66,4,0.034128665924072266
66,6,0.03756380081176758
66,8,0.04724240303039551
66,10,0.0589444637298584
66,12,0.05711555480957031
66,16,0.05038642883300781
66,24,0.09029817581176758
66,32,0.11868572235107422
66,48,0.21037864685058594
66,64,0.33196306228637695
66,128,0.827897310256958
67,1,0.03753042221069336
67,2,0.024224042892456055
67,4,0.018376588821411133
67,6,0.0371549129486084
67,8,0.019057750701904297
67,10,0.027727365493774414
67,12,0.04638504981994629
67,16,0.057501792907714844
67,24,0.05203604698181152
67,32,0.08648848533630371
67,48,0.24122405052185059
67,64,0.32353687286376953
67,128,0.7319512367248535
68,1,0.03607940673828125
68,2,0.0292966365814209
68,4,0.02520132064819336
68,6,0.059493303298950195
68,8,0.023985624313354492
68,10,0.045401573181152344
68,12,0.0198819637298584
68,16,0.08388686180114746
68,24,0.061185598373413086
68,32,0.1352701187133789
68,48,0.2268970012664795
68,64,0.2577545642852783
68,128,0.7246346473693848
69,1,0.01873636245727539
69,2,0.011645793914794922
69,4,0.007372379302978516
69,6,0.02747964859008789
69,8,0.039890289306640625
69,10,0.022361040115356445
69,12,0.06242728233337402
69,16,0.06666803359985352
69,24,0.11328983306884766
69,32,0.1275310516357422
69,48,0.2173295021057129
69,64,0.29685258865356445
69,128,0.8195004463195801
70,1,0.0057299137115478516
70,2,0.010666847229003906
70,4,0.028122901916503906
70,6,0.019110441207885742
70,8,0.030190467834472656
70,10,0.04476666450500488
70,12,0.03283882141113281
70,16,0.057094573974609375
70,24,0.06647324562072754
70,32,0.1255028247833252
70,48,0.2623896598815918
70,64,0.3017463684082031
70,128,0.806572437286377
71,1,0.007043123245239258
71,2,0.0070302486419677734
71,4,0.03198814392089844
71,6,0.025506019592285156
71,8,0.046280622482299805
71,10,0.03860926628112793
71,12,0.04831075668334961
71,16,0.0496525764465332
71,24,0.12420773506164551
71,32,0.11250138282775879
71,48,0.2496957778930664
71,64,0.5269157886505127
71,128,0.82096266746521
72,1,0.006569862365722656
72,2,0.0069637298583984375
72,4,0.010523557662963867
72,6,0.03350234031677246
72,8,0.03367757797241211
72,10,0.027814149856567383
72,12,0.040247201919555664
72,16,0.08238863945007324
72,24,0.0777432918548584
72,32,0.15569257736206055
72,48,0.2296915054321289
72,64,0.2937343120574951
72,128,0.8305203914642334
73,1,0.006813764572143555
73,2,0.010162353515625
73,4,0.031327009201049805
73,6,0.019916057586669922
73,8,0.009240865707397461
73,10,0.024547100067138672
73,12,0.02730584144592285
73,16,0.04990100860595703
73,24,0.09600448608398438
73,32,0.08422398567199707
73,48,0.23543953895568848
73,64,0.3215456008911133
73,128,0.8472435474395752
74,1,0.00702977180480957
74,2,0.012172222137451172
74,4,0.007928848266601562
74,6,0.045575618743896484
74,8,0.03845643997192383
74,10,0.04629087448120117
74,12,0.038323163986206055
74,16,0.056181907653808594
74,24,0.12433314323425293
74,32,0.10831451416015625
74,48,0.18742108345031738
74,64,0.308300256729126
74,128,0.8490211963653564
75,1,0.005967378616333008
75,2,0.004629373550415039
75,4,0.023400306701660156
75,6,0.028961181640625
75,8,0.03671431541442871
75,10,0.03736424446105957
75,12,0.06649994850158691
75,16,0.05882406234741211
75,24,0.09855055809020996
75,32,0.1257338523864746
75,48,0.22477054595947266
75,64,0.3145139217376709
75,128,0.8053677082061768
76,1,0.006270170211791992
76,2,0.005498409271240234
76,4,0.01789999008178711
76,6,0.018413066864013672
76,8,0.04409956932067871
76,10,0.05270957946777344
76,12,0.04424715042114258
76,16,0.06035256385803223
76,24,0.10926651954650879
76,32,0.1268150806427002
76,48,0.249847412109375
76,64,0.25612688064575195
76,128,0.7671492099761963
77,1,0.006341218948364258
77,2,0.009002923965454102
77,4,0.009595155715942383
77,6,0.048116445541381836
77,8,0.025602102279663086
77,10,0.027728557586669922
77,12,0.048609256744384766
77,16,0.045490264892578125
77,24,0.08859133720397949
77,32,0.1822652816772461
77,48,0.20460176467895508
77,64,0.3051273822784424
77,128,0.70841383934021
78,1,0.0069425106048583984
78,2,0.01098775863647461
78,4,0.023214340209960938
78,6,0.03414154052734375
78,8,0.027975797653198242
78,10,0.04102134704589844
78,12,0.05211353302001953
78,16,0.026218175888061523
78,24,0.07423734664916992
78,32,0.08361029624938965
78,48,0.22887086868286133
78,64,0.2917330265045166
78,128,0.8210933208465576
79,1,0.012471199035644531
79,2,0.010209083557128906
79,4,0.008119344711303711
79,6,0.03655743598937988
79,8,0.04763674736022949
79,10,0.05026602745056152
79,12,0.026484251022338867
79,16,0.06674957275390625
79,24,0.06364321708679199
79,32,0.13320279121398926
79,48,0.1899576187133789
79,64,0.24762725830078125
79,128,0.8051736354827881
80,1,0.012690067291259766
80,2,0.008450984954833984
80,4,0.038068294525146484
80,6,0.05375313758850098
80,8,0.0211026668548584
80,10,0.04674577713012695
80,12,0.040613412857055664
80,16,0.05255246162414551
80,24,0.053847312927246094
80,32,0.13901901245117188
80,48,0.19581055641174316
80,64,0.31035470962524414
80,128,0.8348495960235596
81,1,0.0018379688262939453
81,2,0.004759311676025391
81,4,0.009662151336669922
81,6,0.033756256103515625
81,8,0.030521154403686523
81,10,0.022602319717407227
81,12,0.029557466506958008
81,16,0.05746006965637207
81,24,0.11641907691955566
81,32,0.1411738395690918
81,48,0.22115349769592285
81,64,0.29297971725463867
81,128,0.7816329002380371
82,1,0.0019042491912841797
82,2,0.01176905632019043
82,4,0.0029091835021972656
82,6,0.03199291229248047
82,8,0.07105422019958496
82,10,0.05507040023803711
82,12,0.06561040878295898
82,16,0.03791308403015137
82,24,0.1058802604675293
82,32,0.10941410064697266
82,48,0.21106553077697754
82,64,0.3216092586517334
82,128,0.7842597961425781
83,1,0.002048969268798828
83,2,0.00359344482421875
83,4,0.012942790985107422
83,6,0.04016399383544922
83,8,0.03758978843688965
83,10,0.05098080635070801
83,12,0.029200077056884766
